"","family","genus","binomial","authority","year","number_of_synonyms","number_of_unique_synonyms","commonname","inCSchallenge","common_synonyms_from_HerpMapper","mivs"
"227","Colubridae","Atractus","Atractus boettgeri","BOULENGER",1896,3,0,"Boettger's Ground Snake",0,"","no"
"228","Colubridae","Atractus","Atractus boulengerii","PERACCA",1896,4,0,"Boulenger's Ground Snake",0,"","no"
"229","Colubridae","Atractus","Atractus carrioni","PARKER",1930,4,0,"Parker's Ground Snake",0,"","no"
"230","Colubridae","Atractus","Atractus clarki","DUNN & BAILEY",1939,4,0,"Clark's Ground Snake",0,"","no"
"231","Colubridae","Atractus","Atractus collaris","PERACCA",1897,10,2,"Collared Ground Snake",0,"","no"
"232","Colubridae","Atractus","Atractus crassicaudatus","DUMÉRIL, BIBRON  & DUMÉRIL",1854,11,5,"Thickhead Ground Snake",0,"","no"
"233","Colubridae","Atractus","Atractus duidensis","ROZE",1961,5,0,"Venezuela Ground Snake",0,"","no"
"234","Colubridae","Atractus","Atractus dunni","SAVAGE",1955,6,2,"Dunn's Ground Snake",0,"","no"
"235","Colubridae","Atractus","Atractus ecuadorensis","SAVAGE",1955,4,0,"Ecuadorean Ground Snake",0,"","no"
"236","Colubridae","Atractus","Atractus elaps","GÜNTHER",1858,11,3,"Black Ground Snake",1,"","no"
"237","Colubridae","Atractus","Atractus emigdioi","GONZALES-SPONGA",1971,4,0,"Emigdioâ€™s Ground Snake",0,"","no"
"238","Colubridae","Atractus","Atractus emmeli","BOETTGER",1888,5,1,"Emmel's Ground Snake",0,"","no"
"239","Colubridae","Atractus","Atractus erythromelas","BOULENGER",1903,6,0,"Red-black Ground Snake",0,"","no"
"240","Colubridae","Atractus","Atractus favae","FILIPPI",1840,8,3,"Filippi's Ground Snake",0,"","no"
"241","Colubridae","Atractus","Atractus flammigerus","BOIE",1827,13,7,"Flaming Ground Snake",0,"","no"
"242","Colubridae","Atractus","Atractus fuliginosus","HALLOWELL",1845,15,5,"Hallowell's Ground Snake",0,"","no"
"243","Colubridae","Atractus","Atractus gaigeae","SAVAGE",1955,7,3,"Gaige's Ground Snake",0,"","no"
"244","Colubridae","Atractus","Atractus guentheri","WUCHERER",1861,5,1,"GÃ¼nther's Ground Snake",0,"","no"
"245","Colubridae","Atractus","Atractus indistinctus","PRADO",1940,3,0,"Indistinct Ground Snake",0,"","no"
"246","Colubridae","Atractus","Atractus insipidus","ROZE",1961,5,0,"Border Ground Snake",0,"","no"
"247","Colubridae","Atractus","Atractus iridescens","PERACCA",1896,4,0,"Iridescent Ground Snake",0,"","no"
"248","Colubridae","Atractus","Atractus lancinii","ROZE",1961,5,0,"Lancini's Ground Snake",0,"","no"
"249","Colubridae","Atractus","Atractus lasallei","AMARAL",1931,4,0,"Lasalle's Ground Snake",0,"","no"
"250","Colubridae","Atractus","Atractus latifrons","GÜNTHER",1868,11,3,"Broadhead Ground Snake",0,"","no"
"251","Colubridae","Atractus","Atractus lehmanni","BOETTGER",1898,5,0,"Lehmann's Ground Snake",0,"","no"
"252","Colubridae","Atractus","Atractus loveridgei","AMARAL",1930,3,0,"Loveridge's Ground Snake",0,"","no"
"253","Colubridae","Atractus","Atractus maculatus","GÜNTHER",1858,6,2,"Spotted Ground Snake",0,"","no"
"254","Colubridae","Atractus","Atractus major","BOULENGER",1894,9,2,"Brown Ground Snake",0,"","no"
"255","Colubridae","Atractus","Atractus manizalesensis","PRADO",1940,4,1,"Prado's Ground Snake",0,"","no"
"256","Colubridae","Atractus","Atractus mariselae","LANCINI",1969,4,0,"Marisela's Ground Snake",0,"","no"
"257","Colubridae","Atractus","Atractus melanogaster","WERNER",1916,5,1,"Blackbelly Ground Snake",0,"","no"
"258","Colubridae","Atractus","Atractus melas","BOULENGER",1908,3,0,"Dark Ground Snake",0,"","no"
"259","Colubridae","Atractus","Atractus microrhynchus","COPE",1868,6,2,"",0,"","no"
"260","Colubridae","Atractus","Atractus modestus","BOULENGER",1894,3,0,"Modest Ground Snake",0,"","no"
"261","Colubridae","Atractus","Atractus multicinctus","JAN",1865,6,1,"Banded Ground Snake",0,"","no"
"262","Colubridae","Atractus","Atractus nicefori","AMARAL",1930,3,0,"Northern Ground Snake",0,"","no"
"263","Colubridae","Atractus","Atractus nigricaudus","SCHMIDT & WALKER",1943,2,0,"Black-headed Ground Snake",0,"","no"
"264","Colubridae","Atractus","Atractus nigriventris","AMARAL",1933,3,0,"Black-ventered Ground Snake",0,"","no"
"265","Colubridae","Atractus","Atractus obesus","MARX",1960,2,0,"Fat Ground Snake",0,"","no"
"266","Colubridae","Atractus","Atractus obtusirostris","WERNER",1916,4,0,"Bignose Ground Snake",0,"","no"
"267","Colubridae","Atractus","Atractus occidentalis","SAVAGE",1955,3,0,"Western Ground Snake",0,"","no"
"268","Colubridae","Atractus","Atractus occipitoalbus","JAN",1862,7,2,"White-capped Ground Snake",0,"","no"
"269","Colubridae","Atractus","Atractus oculotemporalis","AMARAL",1932,3,1,"Hispanic Ground Snake",0,"","no"
"270","Colubridae","Atractus","Atractus pamplonensis","AMARAL",1937,3,0,"Pamplona Ground Snake",0,"","no"
"271","Colubridae","Atractus","Atractus pantostictus","FERNANDES & PUORTO",1993,5,1,"",0,"","no"
"272","Colubridae","Atractus","Atractus paravertebralis","HENLE & EHRL",1991,3,0,"",0,"","no"
"273","Colubridae","Atractus","Atractus paucidens","DESPAX",1910,4,1,"Despax's Ground Snake",0,"","no"
"274","Colubridae","Atractus","Atractus pauciscutatus","SCHMIDT & WALKER",1943,2,0,"Little-scaled Ground Snake",0,"","no"
"275","Colubridae","Atractus","Atractus peruvianus","JAN",1862,4,1,"Peru Ground Snake",0,"","no"
"276","Colubridae","Atractus","Atractus poeppigi","JAN",1862,6,3,"Basin Ground Snake",0,"","no"
"277","Colubridae","Atractus","Atractus potschi","FERNANDES",1995,3,0,"",0,"","no"
"278","Colubridae","Atractus","Atractus punctiventris","AMARAL",1933,3,0,"Pointed Ground Snake",0,"","no"
"279","Colubridae","Atractus","Atractus resplendens","WERNER",1901,4,1,"Resplendent Ground Snake",0,"","no"
"280","Colubridae","Atractus","Atractus reticulatus","BOULENGER",1885,7,1,"Reticulate Ground Snake",0,"","no"
"281","Colubridae","Atractus","Atractus riveroi","ROZE",1961,5,0,"Rivero's Ground Snake",0,"","no"
"282","Colubridae","Atractus","Atractus roulei","DESPAX",1910,4,0,"Roule's Ground Snake",0,"","no"
"283","Colubridae","Atractus","Atractus sanctaemartae","DUNN",1946,7,3,"St. Marta's Ground Snake",0,"","no"
"284","Colubridae","Atractus","Atractus sanguineus","PRADO",1944,3,0,"Bloody Ground Snake",0,"","no"
"285","Colubridae","Atractus","Atractus schach","BOIE",1827,12,4,"Schach's Ground Snake",0,"","no"
"286","Colubridae","Atractus","Atractus serranus","AMARAL",1930,3,0,"Sao Paulo Ground Snake",0,"","no"
"287","Colubridae","Atractus","Atractus snethlageae","DA CUNHA & DO NASCIMENTO",1983,8,3,"White-Naped Earth Snake",0,"","no"
"288","Colubridae","Atractus","Atractus steyermarki","ROZE",1958,9,2,"Steyermark's Ground Snake",0,"","no"
"289","Colubridae","Atractus","Atractus taeniatus","GRIFFIN",1916,6,1,"",0,"","no"
"290","Colubridae","Atractus","Atractus torquatus","DUMÉRIL, BIBRON  & DUMÉRIL",1854,17,8,"Neckband Ground Snake",0,"","no"
"291","Colubridae","Atractus","Atractus trihedrurus","AMARAL",1926,4,0,"Southern Ground Snake",0,"","no"
"292","Colubridae","Atractus","Atractus trilineatus","WAGLER",1828,13,4,"Three-lined Ground Snake",0,"","no"
"293","Colubridae","Atractus","Atractus trivittatus","AMARAL",1933,3,0,"Three-banded Ground Snake",0,"","no"
"294","Colubridae","Atractus","Atractus variegatus","PRADO",1942,3,0,"Variegated Ground Snake",0,"","no"
"295","Colubridae","Atractus","Atractus ventrimaculatus","BOULENGER",1905,5,0,"Speckled Ground Snake",0,"","no"
"296","Colubridae","Atractus","Atractus vertebralis","BOULENGER",1904,3,0,"Vertebral Ground Snake",0,"","no"
"297","Colubridae","Atractus","Atractus vertebrolineatus","PRADO",1941,3,0,"Striped Ground Snake",0,"","no"
"298","Colubridae","Atractus","Atractus vittatus","BOULENGER",1894,5,0,"",0,"","no"
"299","Colubridae","Atractus","Atractus wagleri","PRADO",1945,3,0,"Wagler's Ground Snake",0,"","no"
"300","Colubridae","Atractus","Atractus werneri","PERACCA",1914,4,0,"Werner's Ground Snake",1,"","no"
"301","Colubridae","Atractus","Atractus zidoki","GASC & RODRIGUES",1979,6,0,"Zidok's Ground Snake",0,"","no"
"302","Colubridae","Atretium","Atretium schistosum","DAUDIN",1803,13,5,"Split Keelback",0,"","no"
"303","Colubridae","Atretium","Atretium yunnanensis","ANDERSON",1879,6,3,"Yunnan Olive Keelback",0,"","no"
"304","Viperidae","Atropoides","Atropoides nummifer","RÜPPELL",1845,12,7,"Jumping Pit Viper",0,"","yes"
"305","Viperidae","Atropoides","Atropoides olmec","PEREZ-HIGAREDA, SMITH, JULIA-ZERTUCHE",1985,8,2,"Olmecan Pit Viper",0,"","yes"
"306","Viperidae","Atropoides","Atropoides picadoi","DUNN",1939,10,3,"Picado's Pit Viper",0,"","yes"
"307","Elapidae","Austrelaps","Austrelaps labialis","JAN",1859,8,3,"Kangaroo Island Copperhead",0,"","yes"
"308","Elapidae","Austrelaps","Austrelaps ramsayi","KREFFT",1864,11,5,"Highland Copperhead",0,"","yes"
"309","Elapidae","Austrelaps","Austrelaps superbus","GÜNTHER",1858,10,3,"Australian Copperhead",1,"","yes"
"310","Viperidae","Azemiops","Azemiops feae","BOULENGER",1888,6,0,"Fea's Viper",1,"Azemiops kharini","yes"
"311","Colubridae","Balanophis","Balanophis ceylonensis","GÜNTHER",1858,9,4,"Blossom Krait",1,"","no"
"312","Homalopsidae","Bitia","Bitia hydroides","GRAY",1842,13,5,"",0,"","no"
"313","Viperidae","Bitis","Bitis albanica","HEWITT",1937,5,2,"",0,"","yes"
"314","Viperidae","Bitis","Bitis arietans","MERREM",1820,25,7,"Puff Adder",1,"","yes"
"315","Viperidae","Bitis","Bitis armata","SMITH",1826,10,6,"",0,"","yes"
"316","Viperidae","Bitis","Bitis atropos","LINNAEUS",1758,10,5,"Berg Adder",0,"","yes"
"317","Viperidae","Bitis","Bitis caudalis","SMITH",1839,12,3,"Horned Puff Adder",0,"","yes"
"318","Viperidae","Bitis","Bitis cornuta","DAUDIN",1803,16,8,"Many-horned Adder",0,"","yes"
"319","Viperidae","Bitis","Bitis gabonica","DUMÉRIL, BIBRON  & DUMÉRIL",1854,14,5,"Gaboon Viper",1,"","yes"
"320","Viperidae","Bitis","Bitis heraldica","BOCAGE",1889,7,2,"Bocage's Horned Adder",0,"","yes"
"321","Viperidae","Bitis","Bitis inornata","SMITH",1838,14,5,"Hornless Adder",0,"","yes"
"322","Viperidae","Bitis","Bitis nasicornis","SHAW",1802,16,7,"Rhinoceros Viper",0,"","yes"
"323","Viperidae","Bitis","Bitis parviocula","BÖHME",1976,8,1,"Ethiopian Viper",0,"","yes"
"324","Viperidae","Bitis","Bitis peringueyi","BOULENGER",1888,7,2,"Peringuey's Adder",0,"","yes"
"325","Viperidae","Bitis","Bitis rubida","BRANCH",1997,16,5,"",0,"","yes"
"326","Viperidae","Bitis","Bitis schneideri","BOETTGER",1886,11,4,"Namaqua Dwarf Adder",0,"","yes"
"327","Viperidae","Bitis","Bitis worthingtoni","PARKER",1932,8,1,"Kenyan Horned Viper",0,"","yes"
"328","Viperidae","Bitis","Bitis xeropaga","HAACKE",1975,7,1,"Desert Mountain Adder",0,"","yes"
"329","Colubridae","Blythia","Blythia reticulata","BLYTH",1854,8,2,"Blyth's Reticulate Snake",0,"","no"
"330","Boidae","Boa","Boa constrictor","LINNAEUS",1758,25,8,"Boa Constrictor",1,"Boa imperator","no"
"331","Boidae","Acrantophis","Acrantophis dumerili","JAN",1860,11,3,"Dumeril's Boa",0,"Boa dumerili","no"
"332","Boidae","Acrantophis","Acrantophis madagascariensis","DUMÉRIL & BIBRON",1844,10,2,"Madagascar Boa",0,"Boa madagascariensis","no"
"333","Boidae","Sanzinia","Sanzinia madagascariensis","DUMÉRIL & BIBRON",1844,12,4,"Madagascar Tree Boa",0,"","no"
"334","Colubridae","Bogertophis","Bogertophis rosaliae","MOCQUARD",1899,10,2,"Baja California Rat Snake",0,"","no"
"335","Colubridae","Bogertophis","Bogertophis subocularis","BROWN",1901,21,4,"Trans-Pecos Rat Snake",0,"","no"
"336","Colubridae","Boiga","Boiga andamanensis","WALL",1909,4,1,"Andaman Cat Snake",0,"","no"
"337","Colubridae","Boiga","Boiga angulata","PETERS",1861,5,2,"Leyte Cat Snake",0,"","no"
"338","Colubridae","Boiga","Boiga barnesii","GÜNTHER",1869,7,2,"Barnes' Cat Snake",0,"","no"
"339","Colubridae","Boiga","Boiga beddomei","WALL",1909,6,2,"Beddome's Cat Snake",0,"","no"
"340","Colubridae","Boiga","Boiga ceylonensis","GÜNTHER",1858,11,4,"Sri Lanka Cat Snake",0,"","no"
"341","Colubridae","Boiga","Boiga cyanea","DUMÉRIL, BIBRON  & DUMÉRIL",1854,16,7,"Green Cat Snake",0,"","no"
"342","Colubridae","Boiga","Boiga cynodon","BOIE",1827,13,5,"Dog-toothed Cat Snake",0,"","no"
"343","Colubridae","Boiga","Boiga dendrophila","BOIE",1827,26,5,"Mangrove Snake",0,"","no"
"344","Colubridae","Boiga","Boiga dightoni","BOULENGER",1894,6,2,"Pirmad Cat Snake",0,"","no"
"345","Colubridae","Boiga","Boiga drapiezii","BOIE",1827,11,4,"White-spotted Cat Snake",0,"","no"
"346","Colubridae","Boiga","Boiga forsteni","DUMÉRIL, BIBRON  & DUMÉRIL",1854,16,7,"Forsten's Cat Snake",0,"","no"
"347","Colubridae","Boiga","Boiga gocool","GRAY",1834,10,5,"",0,"","no"
"348","Colubridae","Boiga","Boiga guangxiensis","WEN",1998,3,0,"Guangxi Cat Snake",0,"","no"
"349","Colubridae","Boiga","Boiga irregularis","BECHSTEIN",1802,22,13,"Brown Tree Snake",1,"","no"
"350","Colubridae","Boiga","Boiga jaspidea","DUMÉRIL, BIBRON  & DUMÉRIL",1854,12,5,"Jasper Cat Snake",0,"","no"
"351","Colubridae","Boiga","Boiga kraepelini","STEJNEGER",1902,10,4,"Kelung Cat Snake",0,"","no"
"352","Colubridae","Boiga","Boiga multifasciata","BLYTH",1861,8,2,"Many-banded Tree Snake",0,"","no"
"353","Colubridae","Boiga","Boiga multomaculata","BOIE",1827,13,4,"Marbled Cat Snake",0,"","no"
"354","Colubridae","Boiga","Boiga nigriceps","GÜNTHER",1863,13,5,"Red Cat Snake",0,"","no"
"355","Colubridae","Boiga","Boiga nuchalis","GÜNTHER",1875,5,2,"Collared Cat Snake",0,"","no"
"356","Colubridae","Boiga","Boiga siamensis","NUTAPHAND",1971,8,1,"Gray Cat Snake",0,"","no"
"357","Colubridae","Boiga","Boiga ochracea","THEOBALD",1868,19,9,"Tawny Cat Snake",0,"","no"
"358","Colubridae","Boiga","Boiga philippina","PETERS",1867,4,2,"Philippine Cat Snake",0,"","no"
"359","Colubridae","Boiga","Boiga quincunciata","WALL",1908,5,2,"Burmese Cat Snake",0,"","no"
"360","Colubridae","Boiga","Boiga saengsomi","NUTAPHAND",1985,5,0,"Banded Cat Snake",0,"","no"
"361","Colubridae","Boiga","Boiga trigonata","SCHNEIDER",1802,21,10,"Common Cat Snake",0,"","no"
"362","Colubridae","Boiga","Boiga wallachi","DAS",1998,5,1,"Nicobar Cat Snake",0,"","no"
"363","Colubridae","Boiruna","Boiruna sertaneja","ZAHER",1996,2,0,"",0,"","no"
"364","Bolyeriidae","Bolyeria","Bolyeria multocarinata","BOIE",1827,12,6,"Round Island Burrowing Boa",0,"","no"
"365","Viperidae","Bothriechis","Bothriechis aurifer","SALVIN",1860,10,4,"Yellow-blotched Palm Pit Viper",0,"","yes"
"366","Viperidae","Bothriechis","Bothriechis bicolor","BOCOURT",1868,10,5,"Guatemala Palm Pit Viper",0,"","yes"
"367","Viperidae","Bothriechis","Bothriechis lateralis","PETERS",1862,8,2,"Coffee Palm Viper",0,"","yes"
"368","Viperidae","Bothriechis","Bothriechis marchi","BARBOUR & LOVERIDGE",1929,7,2,"March's Palm Pit Viper",0,"","yes"
"369","Viperidae","Bothriechis","Bothriechis nigroviridis","PETERS",1859,14,5,"Black-speckled Palm Pit Viper",0,"","yes"
"370","Viperidae","Bothriechis","Bothriechis rowleyi","BOGERT",1968,6,2,"Rowley's Palm Pit Viper",0,"","yes"
"371","Viperidae","Bothriechis","Bothriechis schlegelii","BERTHOLD",1846,19,11,"Eyelash Viper",1,"","yes"
"372","Viperidae","Bothrops","Bothrops bilineatus","WIED-NEUWIED",1821,22,7,"Two-striped Forest Pit Viper",0,"Bothriopsis bilineata","yes"
"373","Viperidae","Bothrops","Bothrops medusa","STERNFELD",1920,9,3,"Venezuela Forest Pit Viper",0,"Bothriopsis medusa","yes"
"374","Viperidae","Bothrops","Bothrops oligolepis","WERNER",1901,15,8,"Inca Forest Pit Viper",0,"Bothriopsis oligolepis","yes"
"375","Viperidae","Bothrops","Bothrops pulchra","PETERS",1862,21,14,"",0,"","yes"
"376","Viperidae","Bothrops","Bothrops punctatus","GARCIA",1896,19,11,"Chocoan Forst Pit Viper",0,"Bothriopsis punctata","yes"
"377","Viperidae","Bothrops","Bothrops taeniatus","WAGLER",1824,23,7,"Speckled Forest Pit Viper",0,"Bothriopsis taeniata","yes"
"378","Pythonidae","Bothrochilus","Bothrochilus boa","SCHLEGEL",1837,15,5,"Ringed Python",0,"","no"
"379","Lamprophiidae","Bothrolycus","Bothrolycus ater","GÜNTHER",1874,8,2,"GÃ¼nther's Black Snake",0,"","no"
"380","Lamprophiidae","Bothrophthalmus","Bothrophthalmus lineatus","PETERS",1863,15,5,"Red-Black Striped Snake",0,"","no"
"381","Viperidae","Bothrops","Bothrops alternatus","DUMÉRIL, BIBRON  & DUMÉRIL",1854,14,4,"Urutu",0,"","yes"
"382","Viperidae","Bothrops","Bothrops ammodytoides","LEYBOLD",1873,13,5,"Patagonia Lancehead",0,"","yes"
"383","Viperidae","Bothrocophias","Bothrocophias andianus","AMARAL",1923,8,3,"Andean Toadhead Viper",0,"Bothrops andianus","yes"
"384","Viperidae","Bothrops","Bothrops asper","GARMAN",1883,16,6,"Terciopelo",1,"","yes"
"385","Viperidae","Bothrops","Bothrops atrox","LINNAEUS",1758,24,15,"Common Lancehead",1,"Bothrops isabelae","yes"
"386","Viperidae","Bothrops","Bothrops barnetti","PARKER",1938,7,1,"Barnett's Lancehead",0,"","yes"
"387","Viperidae","Bothrops","Bothrops brazili","HOGE",1954,7,0,"Brazil's Lancehead",0,"","yes"
"388","Viperidae","Bothrocophias","Bothrocophias campbelli","FREIRE-LASCANO",1991,10,5,"Campbell's Toadhead Viper",0,"","yes"
"389","Viperidae","Bothrops","Bothrops caribbaeus","GARMAN",1887,10,5,"Saint Lucia Lancehead",0,"","yes"
"390","Viperidae","Bothrocophias","Bothrocophias colombianus","RENDAHL & VESTERGREN",1940,10,4,"Colombian Toadhead Viper",0,"","yes"
"391","Viperidae","Bothrops","Bothrops cotiara","GOMES",1913,9,2,"Cotiara",0,"","yes"
"392","Viperidae","Bothrops","Bothrops erythromelas","AMARAL",1923,9,1,"Caatinga Lancehead",0,"","yes"
"393","Viperidae","Bothrops","Bothrops fonsecai","HOGE & BELLUOMINI",1959,7,1,"Fonseca's Lancehead",0,"","yes"
"394","Viperidae","Bothrocophias","Bothrocophias hyoprora","AMARAL",1935,13,6,"Amazon Hognose Viper",0,"Porthidium hyoprora","yes"
"395","Viperidae","Bothrops","Bothrops insularis","AMARAL",1921,9,2,"Golden Lancehead",0,"","yes"
"396","Viperidae","Bothrops","Bothrops itapetiningae","BOULENGER",1907,8,2,"Sao Paulo Lancehead",0,"","yes"
"397","Viperidae","Bothrops","Bothrops jararaca","WIED-NEUWIED",1824,16,8,"Jararaca",0,"","yes"
"398","Viperidae","Bothrops","Bothrops jararacussu","LACERDA",1884,11,2,"Jararacussu",0,"","yes"
"399","Viperidae","Bothrops","Bothrops jonathani","HARVEY",1994,6,1,"Jonathan's Lancehead",0,"","yes"
"400","Viperidae","Bothrops","Bothrops lanceolatus","BONNATERRE",1790,12,4,"Martinique Lancehead",0,"","yes"
"401","Viperidae","Bothrops","Bothrops leucurus","WAGLER",1824,11,3,"Whitetail Lancehead",0,"Bothrops pradoi","yes"
"402","Viperidae","Bothrops","Bothrops lojanus","PARKER",1930,8,3,"Lojan Lancehead",0,"","yes"
"403","Viperidae","Bothrops","Bothrops marajoensis","HOGE",1966,6,0,"MarajÃ³ Lancehead",0,"","yes"
"404","Viperidae","Bothrocophias","Bothrocophias microphthalmus","COPE",1875,12,5,"",0,"","yes"
"405","Viperidae","Bothrops","Bothrops moojeni","HOGE",1966,7,0,"Brazilian Lancehead",0,"","yes"
"406","Viperidae","Bothrops","Bothrops neuwiedi","WAGLER",1824,24,6,"Neuwied's Lancehead",0,"","yes"
"407","Viperidae","Bothrops","Bothrops pictus","TSCHUDI",1845,14,5,"Desert Lancehead",0,"","yes"
"408","Viperidae","Bothrops","Bothrops pirajai","AMARAL",1923,9,1,"Piraja's Lancehead",0,"","yes"
"409","Viperidae","Bothrops","Bothrops sanctaecrucis","HOGE",1966,6,0,"Bolivian Lancehead",0,"","yes"
"410","Viperidae","Bothrops","Bothrops venezuelensis","SANDNER-MONTILLA",1952,9,2,"Venezuelan Lancehead",0,"","yes"
"411","Elapidae","Naja","Naja annulata","PETERS",1876,23,5,"Banded Water Cobra",0,"Boulengerina annulata","yes"
"412","Elapidae","Naja","Naja christyi","BOULENGER",1904,8,3,"Congo Water Cobra",0,"Boulengerina christyi","yes"
"413","Uropeltidae","Teretrurus","Teretrurus rhodogaster","WALL",1921,7,1,"",0,"","no"
"414","Lamprophiidae","Brachyophis","Brachyophis revoili","MOCQUARD",1888,20,3,"Revoil's Short Snake",0,"","no"
"415","Homalopsidae","Brachyorrhos","Brachyorrhos albus","LINNAEUS",1758,12,6,"",0,"","no"
"416","Lamprophiidae","Brygophis","Brygophis coulangesi","DOMERGUE",1988,4,1,"Domergue's Snake",0,"","no"
"417","Lamprophiidae","Buhoma","Buhoma depressiceps","WERNER",1897,15,4,"Dark Forest Snake",0,"Geodipsas depressiceps","no"
"418","Lamprophiidae","Buhoma","Buhoma procterae","LOVERIDGE",1922,6,1,"Loveridge's Forest Snake",0,"Geodipsas procterae","no"
"419","Lamprophiidae","Buhoma","Buhoma vauerocegae","TORNIER",1902,7,1,"Usambara Forest Snake",0,"Geodipsas vauerocegae","no"
"420","Elapidae","Bungarus","Bungarus andamanensis","BISWAS & SANYAL",1978,3,0,"South Andaman Krait",0,"","yes"
"421","Elapidae","Bungarus","Bungarus bungaroides","CANTOR",1839,8,2,"Northeastern Hill Krait",0,"","yes"
"422","Elapidae","Bungarus","Bungarus caeruleus","SCHNEIDER",1801,13,5,"Indian Krait",1,"","yes"
